Metadata: {"arch":"arm64","console_log":"console.log","dist_size":1561782,"engine":"castl","repository":"https://github.com/PaulBernier/castl.git","revision":"7d6f6c5713493e9fe737fb1435c11f690497fe4c","revision_date":"2017-03-22","version":"1.2.4"}
compat-table/es6/generators.sending.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/generators.shorthand.class.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/generators.shorthand.computed.class.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/generators.shorthand.computed.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/generators.shorthand.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/generators.shorthand.no-constructor.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/generators.shorthand.string-keyed.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/generators.this.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/generators.throw.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/generators.yield-precedence.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/generators.yield-star.array.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/generators.yield-star.astral-string.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/generators.yield-star.generator.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/generators.yield-star.iterable-instance.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/generators.yield-star.iterable.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/generators.yield-star.iterator-closing-throw.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/generators.yield-star.iterator-closing.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/generators.yield-star.non-iterable-error.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/generators.yield-star.sparse-array.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/generators.yield-star.string.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/let.basic.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/let.block-scoped.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/let.for-in-shadow.js: OK
compat-table/es6/let.for-iteration.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/let.for-loop.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/let.no-statement.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/let.shadow.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/let.strict.basic.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/let.strict.block-scoped.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/let.strict.for-in-shadow.js: OK
compat-table/es6/let.strict.for-iteration.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/let.strict.for-loop.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/let.strict.no-statement.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/let.strict.shadow.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/let.strict.tdz.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/let.tdz.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/literals.binary.Number.js: OK
compat-table/es6/literals.binary.js: OK
compat-table/es6/literals.object.computed-accessors.js: failed
compat-table/es6/literals.object.computed-properties.js: failed
compat-table/es6/literals.object.computed-shorthand-methods.js: failed: exception: ...e/es6/.literals.object.computed-shorthand-methods.js.lua:12: attempt to call method 'y' (a nil value)
compat-table/es6/literals.object.shorthand-methods.js: OK
compat-table/es6/literals.object.shorthand-properties.js: OK
compat-table/es6/literals.object.string-keyed-shorthand-methods.js: OK
compat-table/es6/literals.octal.Number.js: failed
compat-table/es6/literals.octal.js: OK
compat-table/es6/misc.Invalid-Date.js: failed
compat-table/es6/misc.Object.freeze.primitives.js: OK
compat-table/es6/misc.Object.getOwnPropertyDescriptor.primitives.js: TypeError: Object.getOwnPropertyDescriptor called on non-object
compat-table/es6/misc.Object.getOwnPropertyNames.primitives.js: TypeError: Object.getOwnPropertyNames called on non-object
compat-table/es6/misc.Object.getPrototypeOf.primitives.js: TypeError: Object.getPrototypeOf called on non-object
compat-table/es6/misc.Object.isExtensible.primitives.js: failed
compat-table/es6/misc.Object.isFrozen.primitives.js: failed
compat-table/es6/misc.Object.isSealed.primitives.js: failed
compat-table/es6/misc.Object.keys.primitives.js: TypeError: Object.keys called on non-object
compat-table/es6/misc.Object.preventExtensions.primitives.js: OK
compat-table/es6/misc.Object.seal.primitives.js: OK
compat-table/es6/misc.Proxy.defineProperty.SetIntegrityLevel.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.defineProperty.Set.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.deleteProperty.Array.copyWithin.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.deleteProperty.Array.pop.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.deleteProperty.Array.reverse.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.deleteProperty.Array.shift.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.deleteProperty.Array.splice.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.deleteProperty.Array.unshift.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.getOwnPropertyDescriptor.Function.bind.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.getOwnPropertyDescriptor.Object.assign.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.getOwnPropertyDescriptor.Object.hasOwnProperty.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.getOwnPropertyDescriptor.Set.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.get.Array.concat.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.get.Array.from.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.get.Array.iteration.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.get.Array.pop.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.get.Array.reverse.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.get.Array.shift.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.get.Array.splice.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.get.Array.toString.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.get.ClassDefinitionEvaluation.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/misc.Proxy.get.CreateDynamicFunction.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.get.CreateListFromArrayLike.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.get.Date.toJSON.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.get.Error.toString.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.get.Function.bind.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.get.HasBinding.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.get.IteratorComplete.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/misc.Proxy.get.JSON.stringify.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.get.Object.assign.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.get.Object.defineProperties.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.get.Promise.resolve.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.get.RegExp-constructor.js: TypeError: Cannot read property 'match' of undefined
compat-table/es6/misc.Proxy.get.RegExp.Symbol.match.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.get.RegExp.Symbol.replace.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.get.RegExp.Symbol.search.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.get.RegExp.Symbol.split.js: TypeError: Cannot read property 'species' of undefined
compat-table/es6/misc.Proxy.get.RegExp.flags.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.get.RegExp.test.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.get.RegExp.toString.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.get.String.match.js: TypeError: Cannot read property 'toPrimitive' of undefined
compat-table/es6/misc.Proxy.get.String.raw.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.get.String.replace.js: TypeError: Cannot read property 'toPrimitive' of undefined
compat-table/es6/misc.Proxy.get.String.search.js: TypeError: Cannot read property 'toPrimitive' of undefined
compat-table/es6/misc.Proxy.get.String.split.js: TypeError: Cannot read property 'toPrimitive' of undefined
compat-table/es6/misc.Proxy.get.ToPrimitive.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.get.ToPropertyDescriptor.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.get.instanceof.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.ownKeys.SerializeJSONObject.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.ownKeys.SetIntegrityLevel.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.ownKeys.TestIntegrityLevel.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.set.Array.copyWithin.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.set.Array.fill.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.set.Array.from.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.set.Array.of.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.set.Array.pop.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.set.Array.push.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.set.Array.reverse.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.set.Array.shift.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.set.Array.splice.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.set.Array.unshift.js: TypeError: undefined is not a function
compat-table/es6/misc.Proxy.set.Object.assign.js: TypeError: undefined is not a function
compat-table/es6/misc.RegExp-alter-flags.js: TypeError: Cannot supply flags when constructing one RegExp from another
compat-table/es6/misc.RegExp-prototype-toString-generic.js: failed
compat-table/es6/misc.accessors-no-constructor.js: TypeError: Cannot read property 'get' of undefined
compat-table/es6/misc.bound-function-prototype.arrow.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/misc.bound-function-prototype.class.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/misc.bound-function-prototype.function.js: failed
compat-table/es6/misc.bound-function-prototype.generator.js: failed
compat-table/es6/misc.bound-function-prototype.subclass.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/misc.do-while-no-semicolon.js: OK
compat-table/es6/misc.duplicate-properties-strict.js: failed
compat-table/es6/misc.for-in-no-assignment-strict.js: failed
compat-table/es6/misc.function-length-configurable.js: TypeError: Cannot read property 'configurable' of undefined
compat-table/es6/misc.identifier-syntax.no-escaped-reserved.js: OK
compat-table/es6/misc.identifier-syntax.var-1.js: OK
compat-table/es6/misc.identifier-syntax.var-2.js: OK
compat-table/es6/misc.property-order.JSON.parse.js: failed
compat-table/es6/misc.property-order.JSON.stringify.js: failed
compat-table/es6/misc.property-order.Object.assign.js: failed: exception: ...mpat-table/es6/.misc.property-order.Object.assign.js.lua:48: attempt to call method 'assign' (a nil value)
compat-table/es6/misc.property-order.Object.getOwnPropertyNames.js: failed
compat-table/es6/misc.property-order.Object.keys.js: OK
compat-table/es6/misc.property-order.Reflect.ownKeys.string.js: TypeError: Cannot read property 'ownKeys' of undefined
compat-table/es6/misc.property-order.Reflect.ownKeys.symbol.js: failed: exception: ...e/es6/.misc.property-order.Reflect.ownKeys.symbol.js.lua:7: attempt to call global 'Symbol' (a nil value)
compat-table/es6/misc.prototypes-not-instances.js: failed
compat-table/es6/new-target.assignment-error.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/new-target.constructor.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/regex.flags.u.case-folding.js: failed
compat-table/es6/regex.flags.u.codepoint.js: failed: exception: /zoo/dist/arm64/castl-dist/castl/prototype/string.lua:466: PCRE2 does not support \F, \L, \l, \N{name}, \U, or \u (pattern offset: 4)
compat-table/es6/regex.flags.u.js: TypeError: Cannot read property '0' of null
compat-table/es6/regex.flags.u.non-bmp.js: TypeError: Cannot read property '0' of null
compat-table/es6/regex.flags.y.js: failed
compat-table/es6/regex.flags.y.lastIndex.js: failed
compat-table/es6/rest-params.arguments.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/rest-params.basic.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/rest-params.length.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/rest-params.new-function.js: failed: exception: /zoo/dist/arm64/castl-dist/castl/constructor/function.lua:68: [string "local this,a,...b = ...;..."]:1: '<name>' expected near '...'
compat-table/es6/rest-params.no-setter.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/spread.array-call.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/spread.array-literal.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/spread.astral-call.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/spread.astral-literal.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/spread.generator-call.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/spread.generator-literal.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/spread.iterable-call.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/spread.iterable-instance-call.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/spread.iterable-instance-literal.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/spread.iterable-literal.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/spread.non-iterable-error.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/spread.sparse-call.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/spread.sparse-literal.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/spread.string-call.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/spread.string-literal.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/subclassing.Array.concat.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/subclassing.Array.filter.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/subclassing.Array.from.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/subclassing.Array.isArray.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/subclassing.Array.length-access.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/subclassing.Array.length-set.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/subclassing.Array.map.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/subclassing.Array.of.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/subclassing.Array.prototype-chain.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/subclassing.Array.slice.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/subclassing.Array.splice.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/subclassing.Function.call.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/subclassing.Function.new.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/subclassing.Function.prototype-chain.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/subclassing.Function.prototype.apply.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/subclassing.Function.prototype.bind.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/subclassing.Function.prototype.call.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/subclassing.Promise.all.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/subclassing.Promise.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/subclassing.Promise.prototype-chain.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/subclassing.Promise.race.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/subclassing.RegExp.exec.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/subclassing.RegExp.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/subclassing.RegExp.prototype-chain.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/subclassing.RegExp.test.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/subclassing.misc.Boolean.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/subclassing.misc.Error.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/subclassing.misc.Map.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/subclassing.misc.Number.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/subclassing.misc.Set.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/subclassing.misc.String.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/super.correct-constructor.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/super.expression.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/super.method-calls.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/super.new-target-binding.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/super.property-access.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/super.statement.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/super.static-binding.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/super.this-binding.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/tail-calls.direct.js: failed: exception: /zoo/conformance/compat-table/es6/.tail-calls.direct.js.lua:11: attempt to call global 'f' (a nil value)
compat-table/es6/tail-calls.mutual.js: OK
compat-table/es6/template.basic.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/template.caching.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/template.escape-sequences.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/template.frozen-array.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/template.line-break.js: failed: String templating (ES6) not supported yet.
compat-table/es6/template.permanent-caching.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/template.tagged.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/template.toString.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/es6/typed-arrays.ArrayBuffer.Symbol.species.js: TypeError: Cannot read property 'species' of undefined
compat-table/es6/typed-arrays.DataView.Float32.js: TypeError: undefined is not a function
compat-table/es6/typed-arrays.DataView.Float64.js: TypeError: undefined is not a function
compat-table/es6/typed-arrays.DataView.Int8.js: TypeError: undefined is not a function
compat-table/es6/typed-arrays.DataView.Int16.js: TypeError: undefined is not a function
compat-table/es6/typed-arrays.DataView.Int32.js: TypeError: undefined is not a function
compat-table/es6/typed-arrays.DataView.Uint8.js: TypeError: undefined is not a function
compat-table/es6/typed-arrays.DataView.Uint16.js: TypeError: undefined is not a function
compat-table/es6/typed-arrays.DataView.Uint32.js: TypeError: undefined is not a function
compat-table/es6/typed-arrays.Float32Array.js: TypeError: undefined is not a function
compat-table/es6/typed-arrays.Float64Array.js: TypeError: undefined is not a function
compat-table/es6/typed-arrays.Int8Array.js: TypeError: undefined is not a function
compat-table/es6/typed-arrays.Int16Array.js: TypeError: undefined is not a function
compat-table/es6/typed-arrays.Int32Array.js: TypeError: undefined is not a function
compat-table/es6/typed-arrays.Symbol.species.js: TypeError: Cannot read property 'species' of undefined
compat-table/es6/typed-arrays.Uint8Array.js: TypeError: undefined is not a function
compat-table/es6/typed-arrays.Uint8ClampedArray.js: TypeError: undefined is not a function
compat-table/es6/typed-arrays.Uint16Array.js: TypeError: undefined is not a function
compat-table/es6/typed-arrays.Uint32Array.js: TypeError: undefined is not a function
compat-table/es6/typed-arrays.constructor-iterables.js: TypeError: undefined is not a function
compat-table/es6/typed-arrays.constructor-requires-new.js: TypeError: undefined is not a function
compat-table/es6/typed-arrays.correct-prototype-chains.js: TypeError: Object.getPrototypeOf called on non-object
compat-table/es6/typed-arrays.from.js: TypeError: Cannot read property 'from' of undefined
compat-table/es6/typed-arrays.of.js: TypeError: Cannot read property 'of' of undefined
compat-table/es6/typed-arrays.prototype.Symbol.iterator.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es6/typed-arrays.prototype.copyWithin.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es6/typed-arrays.prototype.entries.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es6/typed-arrays.prototype.every.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es6/typed-arrays.prototype.fill.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es6/typed-arrays.prototype.filter.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es6/typed-arrays.prototype.findIndex.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es6/typed-arrays.prototype.find.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es6/typed-arrays.prototype.forEach.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es6/typed-arrays.prototype.indexOf.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es6/typed-arrays.prototype.join.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es6/typed-arrays.prototype.keys.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es6/typed-arrays.prototype.lastIndexOf.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es6/typed-arrays.prototype.map.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es6/typed-arrays.prototype.reduceRight.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es6/typed-arrays.prototype.reduce.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es6/typed-arrays.prototype.reverse.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es6/typed-arrays.prototype.slice.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es6/typed-arrays.prototype.some.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es6/typed-arrays.prototype.sort.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es6/typed-arrays.prototype.subarray.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es6/typed-arrays.prototype.values.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/es6/unicode-escapes.identifier.js: OK
compat-table/es6/unicode-escapes.property-access.js: OK
compat-table/es6/unicode-escapes.property-key.js: OK
compat-table/es6/unicode-escapes.string.js: OK
compat-table/es6/well-known.hasInstance.js: TypeError: Cannot read property 'hasInstance' of undefined
compat-table/es6/well-known.isConcatSpreadable.non-spreadable.js: TypeError: Cannot read property 'isConcatSpreadable' of undefined
compat-table/es6/well-known.isConcatSpreadable.poisoned-getter.js: failed
compat-table/es6/well-known.iterator.arguments.js: TypeError: Cannot read property 'iterator' of undefined
compat-table/es6/well-known.iterator.js: TypeError: Cannot read property 'iterator' of undefined
compat-table/es6/well-known.match.RegExp-constructor.js: TypeError: Cannot read property 'match' of undefined
compat-table/es6/well-known.match.String.endsWith.js: TypeError: Cannot read property 'match' of undefined
compat-table/es6/well-known.match.String.includes.js: TypeError: Cannot read property 'match' of undefined
compat-table/es6/well-known.match.String.startsWith.js: TypeError: Cannot read property 'match' of undefined
compat-table/es6/well-known.match.js: TypeError: Cannot read property 'match' of undefined
compat-table/es6/well-known.replace.js: TypeError: Cannot read property 'replace' of undefined
compat-table/es6/well-known.search.js: TypeError: Cannot read property 'search' of undefined
compat-table/es6/well-known.species.Array.concat.js: TypeError: Cannot read property 'species' of undefined
compat-table/es6/well-known.species.Array.filter.js: TypeError: Cannot read property 'species' of undefined
compat-table/es6/well-known.species.Array.map.js: TypeError: Cannot read property 'species' of undefined
compat-table/es6/well-known.species.Array.slice.js: TypeError: Cannot read property 'species' of undefined
compat-table/es6/well-known.species.Array.splice.js: TypeError: Cannot read property 'species' of undefined
compat-table/es6/well-known.species.Promise.then.js: TypeError: undefined is not a function
compat-table/es6/well-known.species.RegExp.split.js: TypeError: Cannot read property 'split' of undefined
compat-table/es6/well-known.species.js: TypeError: Cannot read property 'species' of undefined
compat-table/es6/well-known.split.js: TypeError: Cannot read property 'split' of undefined
compat-table/es6/well-known.toPrimitive.js: TypeError: Cannot read property 'toPrimitive' of undefined
compat-table/es6/well-known.toStringTag.existing-builtins.js: TypeError: Cannot read property 'toStringTag' of undefined
compat-table/es6/well-known.toStringTag.js: TypeError: Cannot read property 'toStringTag' of undefined
compat-table/es6/well-known.toStringTag.misc-builtins.js: TypeError: Cannot read property 'toStringTag' of undefined
compat-table/es6/well-known.toStringTag.new-builtins.js: TypeError: Cannot read property 'toStringTag' of undefined
compat-table/es6/well-known.unscopables.js: TypeError: Cannot read property 'unscopables' of undefined
compat-table/es2016/Array.prototype.includes.generic.js: TypeError: Cannot read property 'call' of undefined
compat-table/es2016/Array.prototype.includes.js: failed: exception: ...nce/compat-table/es2016/.Array.prototype.includes.js.lua:6: attempt to call method 'includes' (a nil value)
compat-table/es2016/Array.prototype.includes.sparse.js: failed: exception: ...pat-table/es2016/.Array.prototype.includes.sparse.js.lua:6: attempt to call method 'includes' (a nil value)
compat-table/es2016/Array.prototype.includes.typed-array.js: TypeError: undefined is not a function
compat-table/es2016/exponentiation.assignment.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
